gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,ao,at,ceq,dltt,intan,ivaeq,ivao,lct,lo,lt,mibn,ppent,pstk,revt,teq,txditc,costat,plot_act,plot_ppent,plot_ivaeq,plot_ivao,plot_intan,plot_ao,plot_lct,plot_txditc,plot_lo,plot_dltt,plot_ceq,plot_pstk,plot_mibn
147579,12/31/2011,2011,INDL,C,D,STD,NFLX,NETFLIX INC,USD,1830.857,1101.986,3069.196,642.81,431.8,0,0,0,1225.055,769.531,2426.386,0,136.353,0,3204.577,642.81,0,A,0.596526582,0.044426293,0,0,0,0.359047125,0.399145248,0,0.250727226,0.140688311,0.209439215,0,0
147579,12/31/2012,2012,INDL,C,D,STD,NFLX,NETFLIX INC,USD,2240.791,1595.418,3967.89,744.673,412.016,0,0,0,1675.926,1135.275,3223.217,0,131.681,0,3609.282,744.673,0,A,0.564731129,0.033186656,0,0,0,0.402082215,0.422372092,0,0.286115543,0.103837556,0.18767481,0,0
147579,12/31/2013,2013,INDL,C,D,STD,NFLX,NETFLIX INC,USD,3058.763,2220.195,5412.563,1333.561,529.5,0,0,0,2154.203,1395.299,4079.002,0,133.605,0,4374.562,1333.561,0,A,0.565122845,0.024684239,0,0,0,0.410192916,0.398000541,0,0.257788962,0.097827961,0.246382536,0,0
147579,12/31/2014,2014,INDL,C,D,STD,NFLX,NETFLIX INC,USD,3940.469,2966.307,7056.651,1857.708,928.4,0,0,0,2663.154,1607.389,5198.943,0,149.875,0,5504.656,1857.708,0,A,0.558404971,0.021238828,0,0,0,0.4203562,0.377396303,0,0.227783548,0.131563825,0.263256324,0,0
147579,12/31/2015,2015,INDL,C,D,STD,NFLX,NETFLIX INC,USD,5431.84,4597.619,10202.871,2223.426,2371.362,0,0,0,3529.624,2078.459,7979.445,0,173.412,0,6779.511,2223.426,0,A,0.532383483,0.016996392,0,0,0,0.450620124,0.345944196,0,0.203713151,0.232421051,0.217921603,0,0
147579,12/31/2016,2016,INDL,C,D,STD,NFLX,NETFLIX INC,USD,5720.291,7615.924,13586.61,2679.8,3364.311,0,0,0,4586.657,2955.842,10906.81,0,250.395,0,8830.669,2679.8,0,A,0.421024155,0.018429542,0,0,0,0.560546303,0.337586565,0,0.21755552,0.247619605,0.19723831,0,0
147579,12/31/2017,2017,INDL,C,D,STD,NFLX,NETFLIX INC,USD,7669.974,11022.064,19012.742,3581.956,6499.432,0,0,1.3,5466.312,3465.042,15430.786,0,319.404,0,11692.713,3581.956,0,A,0.403412301,0.016799471,0,0,0,0.579719853,0.28750782,0,0.18224841,0.341846116,0.188397655,0,0
147579,12/31/2018,2018,INDL,C,D,STD,NFLX,NETFLIX INC,USD,9694.135,15860.686,25974.4,5238.765,10360.058,0,0,1.298,6487.32,3888.257,20735.635,0,418.281,0,15794.341,5238.765,0,A,0.373218823,0.016103587,0,0,0,0.610627618,0.249758223,0,0.149695739,0.398856489,0.201689548,0,0
147579,12/31/2019,2019,INDL,C,D,STD,NFLX,NETFLIX INC,USD,6178.504,25698.662,33975.712,7582.157,16181.872,0,0,1.325,6855.696,3355.987,26393.555,0,2097.221,0,20156.447,7582.157,0,A,0.181850611,0.061727065,0,0,0,0.756383325,0.201782261,0,0.098776061,0.476277642,0.223164036,0,0
147579,12/31/2020,2020,INDL,C,D,STD,NFLX,NETFLIX INC,USD,9761.58,26520.617,39280.359,11065.24,17754.726,0,0,0.253,7805.785,2654.608,28215.119,0,2997.909,0,24996.056,11065.24,0,A,0.248510458,0.076320815,0,0,0,0.675162287,0.198719798,0,0.067581052,0.452000095,0.281699055,0,0
147579,12/31/2021,2021,INDL,C,D,STD,NFLX,NETFLIX INC,USD,8069.825,32744.666,44584.663,15849.248,17101.558,0,0,0.146,8488.966,3144.891,28735.415,0,3770.026,0,29697.844,15849.248,0,A,0.181000022,0.084558809,0,0,0,0.734437894,0.190401035,0,0.070537507,0.383574908,0.355486549,0,0
147579,12/31/2022,2022,INDL,C,D,STD,NFLX,NETFLIX INC,USD,9266.473,35702.794,48594.768,20777.401,16575.579,0,0,0.122,7930.974,3310.814,27817.367,0,3625.379,0,31615.55,20777.401,0,A,0.190688697,0.074604307,0,0,0,0.734704485,0.163206335,0,0.068131079,0.341098017,0.427564568,0,0
